Player,Team,Position,Height,Weight,Age,School,PPG,RPG,APG,SPG,BPG,Headshot_URL
Jacob Toppin,Atlanta Hawks,F,6-8,200,25.0,Kentucky,0.4,0.7,0.2,0.1,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631210.png
Jalen Johnson,Atlanta Hawks,F,6-8,219,23.0,Duke,18.9,10.0,5.0,1.6,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630552.png
Keaton Wallace,Atlanta Hawks,G,6-3,185,26.0,Texas-San Antonio,5.4,1.6,2.6,0.9,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1630811.png
Caris LeVert,Atlanta Hawks,G,6-6,205,30.0,Michigan,10.2,2.8,3.7,0.9,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1627747.png
Kobe Bufkin,Atlanta Hawks,G,6-4,195,21.0,Michigan,5.3,2.1,1.7,0.3,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1641723.png
Dyson Daniels,Atlanta Hawks,G,6-7,199,22.0,NBA G League Ignite,14.1,5.9,4.4,3.0,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1630700.png
Zaccharie Risacher,Atlanta Hawks,F,6-8,200,20.0,JL Bourg-en-Bresse,12.6,3.6,1.2,0.7,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1642258.png
Trae Young,Atlanta Hawks,G,6-1,164,26.0,Oklahoma,24.2,3.1,11.6,1.2,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1629027.png
Terance Mann,Atlanta Hawks,G-F,6-5,215,28.0,Florida State,6.0,2.9,1.6,0.8,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1629611.png
Clint Capela,Atlanta Hawks,C,6-10,256,31.0,Elan Chalon,8.9,8.5,1.1,0.6,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203991.png
Onyeka Okongwu,Atlanta Hawks,F-C,6-10,240,24.0,Southern California,13.4,8.9,2.3,0.9,0.9,https://cdn.nba.com/headshots/nba/latest/1040x760/1630168.png
Mouhamed Gueye,Atlanta Hawks,F,6-10,210,22.0,Washington State,6.0,4.2,0.8,0.8,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631243.png
Georges Niang,Atlanta Hawks,F,6-7,230,32.0,Iowa State,8.7,3.7,1.3,0.3,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1627777.png
Larry Nance Jr.,Atlanta Hawks,F-C,6-8,245,32.0,Wyoming,8.5,4.3,1.6,0.8,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1626204.png
Garrison Mathews,Atlanta Hawks,G,6-6,215,28.0,Lipscomb,7.5,1.9,1.3,0.6,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1629726.png
Dominick Barlow,Atlanta Hawks,F,6-8,215,22.0,Overtime Elite,4.2,2.4,0.5,0.3,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1631230.png
Vít Krejčí,Atlanta Hawks,G,6-8,195,25.0,Zaragoza,7.2,2.7,2.6,0.6,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1630249.png
Daeqwon Plowden,Atlanta Hawks,G-F,6-6,216,26.0,Bowling Green,7.2,1.8,0.3,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631342.png
Jayson Tatum,Boston Celtics,F-G,6-8,210,27.0,Duke,26.8,8.7,6.0,1.1,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1628369.png
Miles Norris,Boston Celtics,F,6-7,220,25.0,Cal-Santa Barbara,2.3,3.0,0.0,0.7,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1641936.png
Jrue Holiday,Boston Celtics,G,6-4,205,35.0,UCLA,11.1,4.3,3.9,1.1,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/201950.png
Jaylen Brown,Boston Celtics,G-F,6-6,223,28.0,California,22.2,5.8,4.5,1.2,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1627759.png
Kristaps Porziņģis,Boston Celtics,F-C,7-2,240,29.0,Cajasol Sevilla,19.5,6.8,2.1,0.7,1.5,https://cdn.nba.com/headshots/nba/latest/1040x760/204001.png
Derrick White,Boston Celtics,G,6-4,190,30.0,Colorado,16.4,4.5,4.8,0.9,1.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png
Payton Pritchard,Boston Celtics,G,6-1,195,27.0,Oregon,14.3,3.8,3.5,0.9,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630202.png
Torrey Craig,Boston Celtics,F,6-5,221,34.0,South Carolina Upstate,6.9,2.8,0.6,0.2,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1628470.png
Drew Peterson,Boston Celtics,F,6-9,205,25.0,Southern California,2.2,1.6,0.5,0.2,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1641809.png
JD Davison,Boston Celtics,G,6-1,195,22.0,Alabama,2.1,0.8,0.8,0.3,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1631120.png
Xavier Tillman,Boston Celtics,F,6-7,245,26.0,Michigan State,1.0,1.3,0.2,0.3,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630214.png
Jordan Walsh,Boston Celtics,G,6-6,205,21.0,Arkansas,1.6,1.3,0.4,0.2,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1641775.png
Sam Hauser,Boston Celtics,F,6-7,217,27.0,Virginia,8.5,3.2,0.9,0.6,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630573.png
Luke Kornet,Boston Celtics,C-F,7-1,250,29.0,Vanderbilt,6.0,5.3,1.6,0.5,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628436.png
Al Horford,Boston Celtics,C-F,6-9,240,39.0,Florida,9.0,6.2,2.1,0.6,0.8,https://cdn.nba.com/headshots/nba/latest/1040x760/201143.png
Baylor Scheierman,Boston Celtics,G,6-6,205,24.0,Creighton,3.6,2.1,1.1,0.5,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1631248.png
Neemias Queta,Boston Celtics,C,7-0,248,25.0,Utah State,5.0,3.8,0.7,0.3,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1629674.png
Max Strus,Cleveland Cavaliers,G-F,6-5,215,29.0,DePaul,9.4,4.3,3.2,0.5,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1629622.png
Ty Jerome,Cleveland Cavaliers,G-F,6-5,195,27.0,Virginia,12.5,2.5,3.4,1.1,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629660.png
Evan Mobley,Cleveland Cavaliers,C,6-11,215,24.0,Southern California,18.5,9.3,3.2,0.9,1.6,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png
Sam Merrill,Cleveland Cavaliers,G,6-4,205,29.0,Utah State,7.2,2.2,1.5,0.7,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630241.png
Javonte Green,Cleveland Cavaliers,G,6-5,205,31.0,Radford,5.8,3.6,0.9,1.1,0.6,https://cdn.nba.com/headshots/nba/latest/1040x760/1629750.png
Craig Porter Jr.,Cleveland Cavaliers,G,6-1,180,25.0,Wichita State,3.7,1.3,1.4,0.3,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1641854.png
Darius Garland,Cleveland Cavaliers,G,6-1,192,25.0,Vanderbilt,20.6,2.9,6.7,1.2,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1629636.png
De'Andre Hunter,Cleveland Cavaliers,F-G,6-8,221,27.0,Virginia,19.0,3.9,1.5,0.8,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1629631.png
Tristan Thompson,Cleveland Cavaliers,C-F,6-9,254,34.0,Texas-Austin,1.7,3.4,0.6,0.0,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/202684.png
Chuma Okeke,Cleveland Cavaliers,F,6-7,229,26.0,Auburn,6.9,6.1,1.9,0.7,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1629643.png
Emoni Bates,Cleveland Cavaliers,F,6-8,202,21.0,Eastern Michigan,3.7,0.7,0.8,0.1,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1641734.png
Jaylon Tyson,Cleveland Cavaliers,G-F,6-6,215,22.0,California,3.6,2.0,0.9,0.3,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1642281.png
Nae'Qwan Tomlin,Cleveland Cavaliers,F,6-10,210,24.0,Memphis,7.2,4.2,0.4,0.0,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1641772.png
Jarrett Allen,Cleveland Cavaliers,C,6-9,243,27.0,Texas,13.5,9.7,1.9,0.9,0.9,https://cdn.nba.com/headshots/nba/latest/1040x760/1628386.png
Dean Wade,Cleveland Cavaliers,F-C,6-9,228,28.0,Kansas State,5.4,4.2,1.3,0.7,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1629731.png
Luke Travers,Cleveland Cavaliers,F,6-7,207,23.0,Rockingham Flames (Aus.),1.0,1.7,0.7,0.1,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1631247.png
Isaac Okoro,Cleveland Cavaliers,F-G,6-5,225,24.0,Auburn,6.1,2.4,1.2,0.6,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1630171.png
Donovan Mitchell,Cleveland Cavaliers,G,6-3,215,28.0,Louisville,24.0,4.5,5.0,1.3,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png
Keion Brooks Jr.,New Orleans Pelicans,F,6-7,210,24.0,Washington,10.1,4.1,0.9,0.7,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1631232.png
Bruce Brown,New Orleans Pelicans,G-F,6-4,202,28.0,Miami,8.4,3.8,1.6,0.9,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1628971.png
Zion Williamson,New Orleans Pelicans,F,6-6,284,24.0,Duke,24.6,7.2,5.3,1.2,0.9,https://cdn.nba.com/headshots/nba/latest/1040x760/1629627.png
Herbert Jones,New Orleans Pelicans,F,6-7,206,26.0,Alabama,10.2,3.9,3.2,1.8,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1630529.png
CJ McCollum,New Orleans Pelicans,G,6-3,190,33.0,Lehigh,21.1,3.8,4.1,0.8,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/203468.png
Elfrid Payton,New Orleans Pelicans,G,6-3,195,31.0,Louisana-Lafayette,1.0,2.2,3.3,1.0,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/203901.png
Dejounte Murray,New Orleans Pelicans,G,6-4,180,28.0,Washington,17.5,6.5,7.4,2.0,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1627749.png
Jamal Cain,New Orleans Pelicans,F,6-6,191,26.0,Oakland,5.3,2.3,0.6,0.6,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1631288.png
Brandon Boston,New Orleans Pelicans,G,6-6,188,23.0,Kentucky,10.7,3.2,2.2,1.3,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630527.png
Antonio Reeves,New Orleans Pelicans,G,6-5,205,24.0,Kentucky,6.9,1.4,0.9,0.5,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1641810.png
Kelly Olynyk,New Orleans Pelicans,F-C,6-11,240,34.0,Gonzaga,7.1,3.7,2.3,0.7,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/203482.png
Jose Alvarado,New Orleans Pelicans,G,6-0,179,27.0,Georgia Tech,10.3,2.4,4.6,1.3,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630631.png
Karlo Matković,New Orleans Pelicans,F-C,6-10,231,24.0,Mega Basket,7.7,5.0,1.1,0.5,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631255.png
Yves Missi,New Orleans Pelicans,C,6-11,235,21.0,Baylor,9.1,8.2,1.4,0.5,1.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1642274.png
Lester Quinones,New Orleans Pelicans,G,6-4,208,24.0,Memphis,2.2,1.0,0.2,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631311.png
Jordan Hawkins,New Orleans Pelicans,G,6-5,190,23.0,Connecticut,10.8,2.8,1.2,0.5,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1641722.png
Trey Murphy III,New Orleans Pelicans,F,6-8,206,25.0,Virginia,21.2,5.1,3.5,1.1,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1630530.png
Jeremiah Robinson-Earl,New Orleans Pelicans,F,6-8,240,24.0,Villanova,6.3,4.8,1.3,0.6,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png
Coby White,Chicago Bulls,G,6-5,195,25.0,North Carolina,20.4,3.7,4.5,0.9,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1629632.png
Lonzo Ball,Chicago Bulls,G,6-6,190,27.0,UCLA,7.6,3.4,3.3,1.3,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1628366.png
Josh Giddey,Chicago Bulls,G,6-8,216,22.0,NBA Global Academy,14.6,8.1,7.2,1.2,0.6,https://cdn.nba.com/headshots/nba/latest/1040x760/1630581.png
Jevon Carter,Chicago Bulls,G,6-1,200,29.0,West Virginia,4.2,1.1,1.1,0.4,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1628975.png
Jalen Smith,Chicago Bulls,F-C,6-9,215,25.0,Maryland,8.2,5.6,1.0,0.3,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1630188.png
Nikola Vučević,Chicago Bulls,C,6-10,260,34.0,Southern California,18.5,10.1,3.5,0.8,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/202696.png
Ayo Dosunmu,Chicago Bulls,G,6-5,200,25.0,Illinois,12.3,3.5,4.5,0.9,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1630245.png
Jahmir Young,Chicago Bulls,G,6-1,185,24.0,Maryland,1.8,0.5,1.0,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642443.png
Zach Collins,Chicago Bulls,F-C,6-11,250,27.0,Gonzaga,4.6,2.8,1.4,0.4,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1628380.png
Kevin Huerter,Chicago Bulls,G-F,6-7,198,26.0,Maryland,7.9,2.8,1.7,0.8,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1628989.png
Matas Buzelis,Chicago Bulls,F,6-10,209,20.0,NBA G League Ignite,8.6,3.5,1.0,0.4,0.9,https://cdn.nba.com/headshots/nba/latest/1040x760/1641824.png
Julian Phillips,Chicago Bulls,F,6-8,198,21.0,Tennessee,4.6,2.1,0.5,0.5,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1641763.png
Emanuel Miller,Chicago Bulls,F,6-7,215,25.0,TCU,1.7,1.3,0.3,0.2,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641801.png
Talen Horton-Tucker,Chicago Bulls,G,6-4,234,24.0,Iowa State,6.5,1.7,1.4,0.4,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1629659.png
Dalen Terry,Chicago Bulls,F,6-7,195,22.0,Arizona,4.5,1.7,1.3,0.6,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png
Tre Jones,Chicago Bulls,G,6-1,185,25.0,Duke,4.4,2.1,3.7,0.6,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630200.png
E.J. Liddell,Chicago Bulls,F,6-6,240,24.0,Ohio State,1.8,0.8,0.2,0.1,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1630604.png
Patrick Williams,Chicago Bulls,F,6-7,215,23.0,Florida State,9.0,3.8,2.0,0.8,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1630172.png
Danté Exum,Dallas Mavericks,G,6-5,214,29.0,Australian Institute of Sport,8.7,1.6,2.8,0.6,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/203957.png
Max Christie,Dallas Mavericks,G,6-5,190,22.0,Michigan State,8.5,2.7,1.4,0.8,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1631108.png
Jaden Hardy,Dallas Mavericks,G,6-3,198,22.0,NBA G League Ignite,8.7,1.6,1.4,0.5,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1630702.png
Dereck Lively II,Dallas Mavericks,C,7-1,230,21.0,Duke,8.7,7.5,2.4,0.6,1.6,https://cdn.nba.com/headshots/nba/latest/1040x760/1641726.png
Anthony Davis,Dallas Mavericks,F-C,6-10,253,32.0,Kentucky,25.7,11.9,3.4,1.3,2.1,https://cdn.nba.com/headshots/nba/latest/1040x760/203076.png
Dwight Powell,Dallas Mavericks,F-C,6-10,240,33.0,Stanford,2.1,2.1,1.0,0.3,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png
Olivier-Maxence Prosper,Dallas Mavericks,F,6-7,230,22.0,Marquette,3.9,2.4,0.8,0.5,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1641765.png
Brandon Williams,Dallas Mavericks,G,6-1,190,25.0,Arizona,8.3,1.8,2.3,0.7,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630314.png
Kyrie Irving,Dallas Mavericks,G,6-2,195,33.0,Duke,24.7,4.8,4.6,1.3,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/202681.png
Naji Marshall,Dallas Mavericks,F,6-6,220,27.0,Xavier,13.2,4.8,3.0,1.0,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630230.png
Caleb Martin,Dallas Mavericks,F,6-5,205,29.0,Nevada,9.1,4.4,2.2,1.1,0.6,https://cdn.nba.com/headshots/nba/latest/1040x760/1628997.png
Kessler Edwards,Dallas Mavericks,F,6-7,203,24.0,Pepperdine,4.2,2.9,1.0,0.5,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1630556.png
Daniel Gafford,Dallas Mavericks,F-C,6-10,265,26.0,Arkansas,12.3,6.8,1.4,0.4,1.8,https://cdn.nba.com/headshots/nba/latest/1040x760/1629655.png
Kai Jones,Dallas Mavericks,C-F,6-11,221,24.0,Texas,2.2,1.6,0.4,0.2,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1630539.png
P.J. Washington,Dallas Mavericks,F,6-6,230,26.0,Kentucky,14.7,7.8,2.3,1.1,1.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1629023.png
Spencer Dinwiddie,Dallas Mavericks,G,6-5,215,32.0,Colorado,11.0,2.6,4.4,0.9,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/203915.png
Klay Thompson,Dallas Mavericks,G,6-5,220,35.0,Washington State,14.0,3.4,2.0,0.7,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/202691.png
Christian Braun,Denver Nuggets,G,6-6,220,24.0,Kansas,15.4,5.2,2.6,1.1,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1631128.png
Michael Porter Jr.,Denver Nuggets,F,6-10,218,27.0,Missouri,18.2,7.0,2.1,0.6,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1629008.png
Julian Strawther,Denver Nuggets,G,6-6,205,23.0,Gonzaga,9.0,2.2,1.3,0.6,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1631124.png
Russell Westbrook,Denver Nuggets,G,6-4,200,36.0,UCLA,13.3,4.9,6.1,1.4,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/201566.png
Hunter Tyson,Denver Nuggets,F,6-8,215,25.0,Clemson,2.6,1.5,0.4,0.2,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1641816.png
DeAndre Jordan,Denver Nuggets,C,6-11,265,36.0,Texas A&M,3.7,5.1,0.9,0.3,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/201599.png
Peyton Watson,Denver Nuggets,G,6-7,200,22.0,UCLA,8.1,3.4,1.4,0.7,1.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1631212.png
Dario Šarić,Denver Nuggets,F-C,6-10,225,31.0,Anadolu Efes,3.5,3.1,1.4,0.4,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/203967.png
PJ Hall,Denver Nuggets,C,6-10,245,23.0,Clemson,1.7,1.2,0.2,0.0,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1641790.png
DaRon Holmes II,Denver Nuggets,F,6-10,225,22.0,Dayton,0.0,0.0,0.0,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641747.png
Nikola Jokić,Denver Nuggets,C,6-11,284,30.0,Mega Basket,29.6,12.7,10.2,1.8,0.6,https://cdn.nba.com/headshots/nba/latest/1040x760/203999.png
Spencer Jones,Denver Nuggets,F,6-7,225,24.0,Stanford,1.3,0.8,0.2,0.2,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1642461.png
Zeke Nnaji,Denver Nuggets,F-C,6-9,240,24.0,Arizona,3.2,1.6,0.4,0.4,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1630192.png
Trey Alexander,Denver Nuggets,G,6-4,185,22.0,Creighton,1.3,0.5,0.5,0.1,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641725.png
Jalen Pickett,Denver Nuggets,G,6-2,202,25.0,Penn State,4.1,1.4,2.2,0.4,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1629618.png
Jamal Murray,Denver Nuggets,G,6-4,215,28.0,Kentucky,21.4,3.9,6.0,1.4,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1627750.png
Vlatko Čančar,Denver Nuggets,F,6-8,236,28.0,San Pablo Burgos,1.8,2.5,0.7,0.2,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1628427.png
Aaron Gordon,Denver Nuggets,F,6-8,235,29.0,Arizona,14.7,4.8,3.2,0.5,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/203932.png
Gary Payton II,Golden State Warriors,G,6-2,195,32.0,Oregon State,6.5,3.0,1.3,0.8,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1627780.png
Jonathan Kuminga,Golden State Warriors,F,6-7,225,22.0,NBA G League Ignite,15.3,4.6,2.2,0.8,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1630228.png
Taran Armstrong,Golden State Warriors,G,6-5,190,23.0,"Cairns, Australia",0.0,0.0,0.0,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642379.png
Brandin Podziemski,Golden State Warriors,G,6-4,205,22.0,Santa Clara,11.7,5.1,3.4,1.1,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1641764.png
Moses Moody,Golden State Warriors,G,6-5,211,23.0,Arkansas,9.8,2.6,1.3,0.8,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1630541.png
Kevon Looney,Golden State Warriors,F,6-9,222,29.0,UCLA,4.5,6.1,1.6,0.6,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1626172.png
Buddy Hield,Golden State Warriors,G,6-4,220,32.0,Oklahoma,11.1,3.2,1.6,0.8,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1627741.png
Jimmy Butler III,Golden State Warriors,F,6-7,230,35.0,Marquette,17.0,5.2,4.8,1.1,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/202710.png
Braxton Key,Golden State Warriors,F,6-8,225,28.0,Virginia,1.0,0.7,0.0,0.7,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630296.png
